date_added,week,category,consolidated_title,weekly_rank,cumulative_weeks_in_top_10,weekly_hours_viewed,imdb_rating,runtime
28-06-2022,26-06-2022,TV (English),Peaky Blinders: Season 6,5,3,30350000,8.8,60
07-06-2022,05-06-2022,TV (English),All American: Season 4,6,1,30640000,7.6,45
21-06-2022,19-06-2022,Films (Non-English),Belzebuth,10,2,1860000,6,114
24-05-2022,22-05-2022,Films (Non-English),Raw (Hindi),10,2,,,
26-04-2022,24-04-2022,Films (English),Yakuza Princess,5,1,7490000,4.6,111
21-06-2022,19-06-2022,Films (Non-English),RRR (Hindi),7,5,3150000,,
31-05-2022,29-05-2022,TV (Non-English),Wrong Side of the Tracks: Season 1,1,2,61620000,,
26-04-2022,24-04-2022,Films (English),Choose or Die,1,2,15260000,4.7,84
31-05-2022,29-05-2022,Films (English),Dangerous,4,2,11740000,5.1,99
31-05-2022,29-05-2022,Films (Non-English),RRR (Hindi),1,2,18360000,,
26-04-2022,24-04-2022,TV (Non-English),Business Proposal: Season 1,4,7,20380000,8.8,
03-05-2022,01-05-2022,TV (English),Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series,6,2,20910000,7.1,183
17-05-2022,15-05-2022,TV (Non-English),Our Blues: Season 1,6,3,10050000,8.3,60
12-04-2022,10-04-2022,TV (Non-English),Juvenile Justice: Season 1,10,7,6210000,8.4,60
19-04-2022,17-04-2022,TV (Non-English),Smother-in-Law: Season 1,6,1,11070000,,
10-05-2022,08-05-2022,TV (Non-English),El marginal: Season 5,4,1,13260000,8.2,60
10-05-2022,08-05-2022,TV (English),Grace and Frankie: Season 7,2,2,23180000,8.2,30
24-05-2022,22-05-2022,TV (English),Stranger Things,10,1,,8.7,51
12-04-2022,10-04-2022,TV (Non-English),Business Proposal: Season 1,2,5,41460000,8.8,
10-05-2022,08-05-2022,TV (Non-English),Business Proposal: Season 1,3,9,19100000,8.8,
05-04-2022,03-04-2022,Films (English),Shrek Forever After,7,1,7690000,6.3,93
28-06-2022,26-06-2022,Films (Non-English),Heart Parade,2,2,9100000,,
28-06-2022,26-06-2022,Films (Non-English),In Our Prime,9,1,1730000,6.6,117
17-05-2022,15-05-2022,Films (Non-English),Radhe Shyam (Hindi),10,2,1900000,,
19-04-2022,17-04-2022,Films (Non-English),Yaksha: Ruthless Operations,3,2,16380000,6.2,125
19-04-2022,17-04-2022,TV (Non-English),Happiness,7,1,10940000,,
10-05-2022,08-05-2022,TV (English),Blood Sisters: Limited Series,9,1,11070000,5,224
19-04-2022,17-04-2022,Films (Non-English),Furioza,1,2,17800000,6.3,139
17-05-2022,15-05-2022,TV (English),Savage Beauty: Season 1,9,1,10630000,4.6,45
10-05-2022,08-05-2022,Films (Non-English),Radhe Shyam (Hindi),7,1,3650000,,
10-05-2022,08-05-2022,Films (Non-English),I Swear It Wasn't Me,8,2,3650000,,
03-05-2022,01-05-2022,Films (Non-English),Through My Window,8,12,1990000,5.5,116
26-04-2022,24-04-2022,TV (English),Conversations with a Killer: The John Wayne Gacy Tapes: Limited Series,3,1,37460000,7.1,183
24-05-2022,22-05-2022,TV (English),The Boss Baby: Back in the Crib: Season 1,3,1,,6.9,25
05-04-2022,03-04-2022,TV (Non-English),Juvenile Justice: Season 1,8,6,9340000,8.4,60
21-06-2022,19-06-2022,TV (English),The Lincoln Lawyer: Season 1,9,6,17550000,7.3,118
05-04-2022,03-04-2022,TV (English),Bridgerton: Season 1,2,2,53020000,7.3,60
31-05-2022,29-05-2022,Films (Non-English),Larva Pendant,9,1,3090000,,
31-05-2022,29-05-2022,TV (Non-English),Tomorrow: Season 1,9,3,11120000,7.6,60
10-05-2022,08-05-2022,TV (English),Ozark: Season 4,1,9,102120000,8.5,60
19-04-2022,17-04-2022,Films (English),The Adam Project,4,6,9270000,,
19-04-2022,17-04-2022,Films (English),A Dog's Way Home,10,1,5750000,6.7,96
28-06-2022,26-06-2022,TV (English),Stranger Things,6,6,29210000,8.7,51
14-06-2022,12-06-2022,Films (English),Chickenhare and the Hamster of Darkness,3,1,9820000,,
28-06-2022,26-06-2022,Films (English),The Mist,8,1,8400000,7.1,42
17-05-2022,15-05-2022,TV (English),The Lincoln Lawyer: Season 1,2,1,45090000,7.3,118
10-05-2022,08-05-2022,TV (Non-English),The 7 Lives of Lea: Season 1,5,2,12280000,,
03-05-2022,01-05-2022,Films (Non-English),Honeymoon with My Mother,2,1,10630000,,
26-04-2022,24-04-2022,Films (Non-English),The Turning Point,4,1,2810000,7.7,3
21-06-2022,19-06-2022,Films (Non-English),The Wrath of God,1,1,17230000,,
17-05-2022,15-05-2022,Films (English),Our Father,2,1,23870000,5.5,96
24-05-2022,22-05-2022,Films (English),Senior Year,1,2,,5.5,111
21-06-2022,19-06-2022,TV (English),Stranger Things 4,1,4,102260000,8.7,51
12-04-2022,10-04-2022,TV (Non-English),Elite: Season 5,1,1,51380000,7.4,60
07-06-2022,05-06-2022,TV (English),Bridgerton: Season 2,9,11,9990000,7.3,60
07-06-2022,05-06-2022,TV (English),The Lincoln Lawyer: Season 1,5,4,42530000,7.3,118
21-06-2022,19-06-2022,Films (English),Trees of Peace,7,1,9380000,6.4,97
03-05-2022,01-05-2022,Films (Non-English),I Swear It Wasn't Me,9,1,1620000,,
28-06-2022,26-06-2022,Films (Non-English),Loca por el trabajo,6,2,3570000,,
03-05-2022,01-05-2022,Films (English),365 Days: This Day,1,1,77980000,2.5,111
21-06-2022,19-06-2022,TV (Non-English),Our Blues: Season 1,2,8,15000000,8.3,60
07-06-2022,05-06-2022,Films (English),Jackass 4.5,10,3,4820000,6.6,90
24-05-2022,22-05-2022,Films (English),Sonic the Hedgehog,4,4,,6.5,99
24-05-2022,22-05-2022,Films (English),A Perfect Pairing,2,1,,6.1,101
31-05-2022,29-05-2022,TV (Non-English),My Liberation Notes: Season 1,5,2,13130000,,
12-04-2022,10-04-2022,Films (English),Return to Space,10,1,4550000,,
26-04-2022,24-04-2022,Films (Non-English),Dasvi,10,3,1620000,7.5,125
26-04-2022,24-04-2022,Films (English),The In Between,2,3,13350000,5.8,115
12-04-2022,10-04-2022,TV (English),The Last Kingdom: Season 5,9,5,12970000,8.4,60
12-04-2022,10-04-2022,Films (English),The Blind Side,5,2,8710000,7.6,129
12-04-2022,10-04-2022,TV (English),Better Call Saul: Season 5,6,1,15170000,8.8,46
28-06-2022,26-06-2022,TV (English),Stranger Things 3,3,5,32230000,8.7,51
26-04-2022,24-04-2022,TV (English),The Creature Cases: Season 1,8,1,13560000,8.5,28
14-06-2022,12-06-2022,Films (Non-English),CBI 5: The Brain,10,1,1710000,,
24-05-2022,22-05-2022,Films (Non-English),F*ck Love Too,5,1,,,
07-06-2022,05-06-2022,Films (Non-English),Gangubai Kathiawadi,6,6,2840000,7,152
10-05-2022,08-05-2022,Films (Non-English),Honeymoon with My Mother,2,2,23240000,,
10-05-2022,08-05-2022,Films (English),The Mystery of Marilyn Monroe: The Unheard Tapes,7,2,7590000,6.2,101
21-06-2022,19-06-2022,TV (English),Stranger Things 2,5,4,38660000,8.7,51
17-05-2022,15-05-2022,Films (English),Operation Mincemeat,5,1,12620000,,
26-04-2022,24-04-2022,Films (English),The Adam Project,6,7,7480000,,
14-06-2022,12-06-2022,Films (English),Deep Impact,9,1,6260000,6.2,120
26-04-2022,24-04-2022,TV (English),Married at First Sight: Season 10,9,1,12810000,6.2,83
19-04-2022,17-04-2022,TV (English),Our Great National Parks: Limited Series,5,1,17090000,7.7,50
10-05-2022,08-05-2022,Films (English),Silverton Siege,3,2,11150000,6.1,100
14-06-2022,12-06-2022,TV (Non-English),As the Crow Flies: Season 1,2,1,18310000,,83
17-05-2022,15-05-2022,TV (English),Workin' Moms: Season 6,3,1,19190000,7.7,30
31-05-2022,29-05-2022,TV (English),Stranger Things 3,4,1,24290000,8.7,51
05-04-2022,03-04-2022,TV (English),Inventing Anna: Limited Series,4,8,21960000,6.9,603
28-06-2022,26-06-2022,TV (Non-English),Intimacy: Season 1,2,3,16560000,7.2,119
21-06-2022,19-06-2022,TV (Non-English),"Malverde, El Santo Patron",3,2,12470000,,
17-05-2022,15-05-2022,TV (English),Selling Sunset: Season 5,7,4,10860000,6.5,30
26-04-2022,24-04-2022,Films (Non-English),In Good Hands,9,5,1700000,,
21-06-2022,19-06-2022,TV (English),Peaky Blinders: Season 1,10,1,16420000,8.8,60
07-06-2022,05-06-2022,TV (Non-English),The Marked Heart: Season 1,6,7,9870000,,
12-04-2022,10-04-2022,TV (English),Inventing Anna: Limited Series,5,9,17320000,6.9,603
28-06-2022,26-06-2022,TV (Non-English),Money Heist: Korea - Joint Economic Area: Season 1,1,1,33740000,,
07-06-2022,05-06-2022,Films (English),The Amazing Spider-Man,3,1,13500000,6.9,136
03-05-2022,01-05-2022,TV (English),Anatomy of a Scandal: Limited Series,3,3,30170000,7,268
17-05-2022,15-05-2022,TV (English),Anatomy of a Scandal: Limited Series,10,5,9670000,7,268
31-05-2022,29-05-2022,TV (English),Ozark: Season 4,6,12,21910000,8.5,60
14-06-2022,12-06-2022,TV (English),First Kill: Season 1,7,1,30340000,5,97
10-05-2022,08-05-2022,TV (English),Bullsh*t The Gameshow: Season 1,8,1,11850000,,
07-06-2022,05-06-2022,TV (English),Ozark: Season 4,7,13,16770000,8.5,60
10-05-2022,08-05-2022,Films (Non-English),40 Years Young,4,1,6960000,,
21-06-2022,19-06-2022,Films (English),Hustle,1,2,57190000,7.9,
19-04-2022,17-04-2022,Films (Non-English),All Hail,5,3,4320000,,
31-05-2022,29-05-2022,TV (Non-English),Who Killed Sara?: Season 1,3,2,14600000,6.5,
07-06-2022,05-06-2022,TV (Non-English),Wrong Side of the Tracks: Season 1,1,3,37160000,,
03-05-2022,01-05-2022,Films (Non-English),The Taming of the Shrewd,7,3,2400000,,
31-05-2022,29-05-2022,TV (Non-English),The Marked Heart: Season 1,6,6,12880000,,
07-06-2022,05-06-2022,Films (Non-English),The Takedown,4,5,3670000,,
21-06-2022,19-06-2022,Films (Non-English),Bhool Bhulaiyaa 2,5,1,4120000,6.1,143
26-04-2022,24-04-2022,Films (Non-English),All Hail,7,4,1920000,,
24-05-2022,22-05-2022,Films (Non-English),The Perfect Family,2,2,,,
12-04-2022,10-04-2022,TV (English),Is It Cake?: Season 1,7,3,14760000,5.7,40
17-05-2022,15-05-2022,TV (Non-English),The Marked Heart: Season 1,2,4,28930000,,
14-06-2022,12-06-2022,TV (English),Stranger Things 3,4,3,47600000,8.7,51
03-05-2022,01-05-2022,Films (Non-English),Gangubai Kathiawadi,1,1,13810000,7,152
21-06-2022,19-06-2022,TV (Non-English),Café con aroma de mujer: Season 1,6,18,9760000,7.6,45
05-04-2022,03-04-2022,Films (Non-English),Battle: Freestyle,6,1,3440000,,
24-05-2022,22-05-2022,TV (Non-English),The Marked Heart: Season 1,4,5,,,
03-05-2022,01-05-2022,TV (English),Grace and Frankie: Season 7,7,1,15470000,8.2,30
31-05-2022,29-05-2022,TV (English),The Boss Baby: Back in the Crib: Season 1,7,2,19890000,6.9,25
31-05-2022,29-05-2022,TV (Non-English),Business Proposal: Season 1,10,12,9990000,8.8,
07-06-2022,05-06-2022,Films (Non-English),Jersey,9,3,2110000,7.3,170
19-04-2022,17-04-2022,TV (English),Jimmy Savile: A British Horror Story: Limited Series,9,2,11410000,6.7,170
10-05-2022,08-05-2022,TV (Non-English),Pedro el escamoso: Season 1,7,3,10080000,7.5,60
05-04-2022,03-04-2022,TV (Non-English),All of Us Are Dead: Season 1,7,10,9430000,7.6,60
26-04-2022,24-04-2022,Films (Non-English),One Piece Film Z,5,1,2220000,7.9,108
31-05-2022,29-05-2022,TV (English),The Circle: Season 4,10,3,10260000,5.4,48
31-05-2022,29-05-2022,Films (English),Ben Is Back,10,1,4610000,6.7,103
05-04-2022,03-04-2022,Films (Non-English),Without Saying Goodbye,5,3,3500000,,
19-04-2022,17-04-2022,TV (Non-English),Twenty Five Twenty One: Season 1,3,8,14080000,8.9,70
05-04-2022,03-04-2022,Films (Non-English),Ya veremos,4,1,3850000,,
31-05-2022,29-05-2022,TV (Non-English),Our Blues: Season 1,7,5,12720000,8.3,60
31-05-2022,29-05-2022,Films (Non-English),Toscana,3,2,14000000,5.8,90
03-05-2022,01-05-2022,TV (English),Selling Sunset: Season 5,2,2,34310000,6.5,30
24-05-2022,22-05-2022,Films (Non-English),Cyber Hell: Exposing an Internet Horror,8,1,,6.5,105
19-04-2022,17-04-2022,Films (English),Cleaner,9,1,6770000,6.1,88
28-06-2022,26-06-2022,TV (Non-English),Maldivas: Season 1,10,2,8460000,5.6,30
10-05-2022,08-05-2022,TV (Non-English),The Sound of Magic: Season 1,8,1,9640000,,
31-05-2022,29-05-2022,Films (Non-English),F*ck Love Too,2,2,15600000,,
03-05-2022,01-05-2022,TV (English),Ozark: Season 4,1,8,78400000,8.5,60
26-04-2022,24-04-2022,TV (Non-English),Hold Tight: Limited Series,6,1,17320000,,
05-04-2022,03-04-2022,TV (Non-English),Twenty Five Twenty One: Season 1,2,6,26210000,8.9,70
10-05-2022,08-05-2022,TV (English),Ozark: Season 1,7,4,13640000,8.5,60
03-05-2022,01-05-2022,Films (English),Silverton Siege,2,1,20280000,6.1,100
28-06-2022,26-06-2022,TV (Non-English),The War Next-door: Season 2,6,2,10150000,5.7,
26-04-2022,24-04-2022,TV (Non-English),Café con aroma de mujer: Season 1,10,17,10390000,7.6,45
12-04-2022,10-04-2022,Films (Non-English),Dasvi,4,1,5690000,7.5,125
17-05-2022,15-05-2022,Films (Non-English),Raw (Hindi),5,1,4790000,,
07-06-2022,05-06-2022,Films (English),Sonic the Hedgehog,8,6,6500000,6.5,99
19-04-2022,17-04-2022,Films (English),Metal Lords,5,1,8740000,6.7,97
21-06-2022,19-06-2022,TV (Non-English),Maldivas: Season 1,5,1,11300000,5.6,30
14-06-2022,12-06-2022,TV (English),Stranger Things,3,4,50290000,8.7,51
05-04-2022,03-04-2022,Films (Non-English),Forever Out of My League,9,1,2770000,,
17-05-2022,15-05-2022,TV (Non-English),Tomorrow: Season 1,9,1,9690000,7.6,60
14-06-2022,12-06-2022,TV (Non-English),Our Blues: Season 1,5,7,14910000,8.3,60
07-06-2022,05-06-2022,Films (Non-English),Luccas Neto em: O Plano dos Vilões,7,1,2490000,,
12-04-2022,10-04-2022,Films (English),How It Ends,8,1,5650000,5,113
24-05-2022,22-05-2022,TV (English),The Lincoln Lawyer: Season 1,1,2,,7.3,118
31-05-2022,29-05-2022,Films (English),Turbo,8,1,5310000,6.4,96
07-06-2022,05-06-2022,TV (Non-English),Business Proposal: Season 1,10,13,8270000,8.8,
21-06-2022,19-06-2022,Films (English),Collision,6,1,12960000,3.8,
17-05-2022,15-05-2022,Films (English),Along for the Ride,4,2,13310000,6.4,106
17-05-2022,15-05-2022,Films (English),Men in Black: International,10,2,4650000,5.6,114
19-04-2022,17-04-2022,TV (English),Queen of the South: Season 5,7,2,13100000,8,42
24-05-2022,22-05-2022,Films (English),Marmaduke,7,3,,4.3,88
28-06-2022,26-06-2022,Films (Non-English),CBI 5: The Brain,8,3,1770000,,
28-06-2022,26-06-2022,TV (Non-English),Our Blues: Season 1,8,9,9250000,8.3,60
05-04-2022,03-04-2022,Films (English),Blade Runner 2049,6,1,7850000,8,164
21-06-2022,19-06-2022,Films (Non-English),Heart Parade,3,1,12400000,,
31-05-2022,29-05-2022,Films (English),Top Gun,6,1,6440000,6.9,110
03-05-2022,01-05-2022,TV (Non-English),Yakamoz S-245: Season 1,5,2,13000000,6.1,45
19-04-2022,17-04-2022,TV (English),Anatomy of a Scandal: Limited Series,3,1,40280000,7,268
05-04-2022,03-04-2022,Films (English),The Adam Project,1,4,17720000,,
03-05-2022,01-05-2022,TV (Non-English),"Yo soy Betty, la fea: Season 1",8,21,9800000,8.2,30
03-05-2022,01-05-2022,TV (Non-English),The 7 Lives of Lea: Season 1,6,1,11230000,,
07-06-2022,05-06-2022,TV (Non-English),"Yo soy Betty, la fea: Season 1",7,25,9400000,8.2,30
05-04-2022,03-04-2022,Films (English),The Blind Side,4,1,9880000,7.6,129
17-05-2022,15-05-2022,Films (English),Senior Year,1,1,55940000,5.5,111
17-05-2022,15-05-2022,Films (Non-English),Honeymoon with My Mother,4,3,6450000,,
26-04-2022,24-04-2022,TV (Non-English),Elite: Season 5,2,3,29490000,7.4,60
10-05-2022,08-05-2022,Films (English),Sonic the Hedgehog,2,2,17150000,6.5,99
28-06-2022,26-06-2022,Films (English),Collision,7,2,8450000,3.8,
19-04-2022,17-04-2022,Films (Non-English),Black Crab,7,5,3040000,,
26-04-2022,24-04-2022,TV (Non-English),Happiness,8,2,10820000,,
03-05-2022,01-05-2022,TV (Non-English),Elite: Season 5,4,4,14890000,7.4,60
21-06-2022,19-06-2022,Films (English),Senior Year,10,6,4200000,5.5,111
24-05-2022,22-05-2022,TV (English),Savage Beauty: Season 1,9,2,,4.6,45
24-05-2022,22-05-2022,Films (Non-English),RRR (Hindi),6,1,,,
14-06-2022,12-06-2022,Films (Non-English),Gladbeck: The Hostage Crisis,9,1,1830000,7.5,91
07-06-2022,05-06-2022,TV (Non-English),SHAMAN KING: Season 1,9,2,8770000,7.2,23
21-06-2022,19-06-2022,TV (English),Peaky Blinders: Season 6,2,2,61360000,8.8,60
03-05-2022,01-05-2022,Films (English),The Vault,5,3,6660000,6.4,91
14-06-2022,12-06-2022,TV (Non-English),The Perfect Mother: Season 1,3,2,16150000,6,92
10-05-2022,08-05-2022,TV (English),Heartstopper: Season 1,6,3,14970000,6.4,85
21-06-2022,19-06-2022,TV (English),God's Favorite Idiot: Season 1,8,1,22480000,5.7,30
21-06-2022,19-06-2022,Films (English),Halftime,4,1,18880000,6.5,95
12-04-2022,10-04-2022,Films (Non-English),Retfærdighedens ryttere,9,1,3710000,,
05-04-2022,03-04-2022,Films (English),The Bubble,2,1,12450000,4.7,126
10-05-2022,08-05-2022,TV (English),Anatomy of a Scandal: Limited Series,5,4,15340000,7,268
07-06-2022,05-06-2022,TV (Non-English),Our Blues: Season 1,4,6,12910000,8.3,60
10-05-2022,08-05-2022,TV (English),Bridgerton: Season 2,3,7,21240000,7.3,60
26-04-2022,24-04-2022,TV (Non-English),"Yo soy Betty, la fea: Season 1",9,20,10490000,8.2,30
24-05-2022,22-05-2022,Films (Non-English),The Takedown,3,3,,,
07-06-2022,05-06-2022,TV (Non-English),Who Killed Sara?: Season 3,2,3,15570000,6.5,
14-06-2022,12-06-2022,TV (Non-English),"Yo soy Betty, la fea: Season 1",9,26,9680000,8.2,30
17-05-2022,15-05-2022,Films (English),365 Days: This Day,7,3,10580000,2.5,111
05-04-2022,03-04-2022,TV (Non-English),Thirty-Nine: Season 1,5,4,13510000,7.9,60
24-05-2022,22-05-2022,TV (English),Ozark: Season 4,2,11,,8.5,60
17-05-2022,15-05-2022,TV (Non-English),42 Days of Darkness: Season 1,7,1,9920000,,
24-05-2022,22-05-2022,TV (English),Bling Empire: Season 2,5,2,,5.9,38
19-04-2022,17-04-2022,Films (Non-English),In Good Hands,8,4,2550000,,
19-04-2022,17-04-2022,Films (English),How It Ends,6,2,8600000,5,113
17-05-2022,15-05-2022,TV (English),The Circle: Season 4,5,1,14120000,5.4,48
03-05-2022,01-05-2022,Films (English),Shrek,10,7,4540000,6.6,30
10-05-2022,08-05-2022,TV (English),Selling Sunset: Season 5,4,3,17410000,6.5,30
17-05-2022,15-05-2022,TV (Non-English),Business Proposal: Season 1,3,10,20160000,8.8,
28-06-2022,26-06-2022,Films (English),It,10,1,8350000,7.3,135
21-06-2022,19-06-2022,Films (Non-English),Ben & Jody,9,1,1950000,,
07-06-2022,05-06-2022,Films (Non-English),RRR (Hindi),1,3,13940000,,
03-05-2022,01-05-2022,Films (English),Sonic the Hedgehog,9,1,4920000,6.5,99
26-04-2022,24-04-2022,TV (English),Selling Sunset: Season 5,5,1,28360000,6.5,30
31-05-2022,29-05-2022,Films (English),Cleveland Abduction,7,1,6360000,6.7,88
17-05-2022,15-05-2022,TV (English),Ozark: Season 4,1,10,48620000,8.5,60
24-05-2022,22-05-2022,TV (English),Workin' Moms: Season 6,8,2,,7.7,30
